candidate_id,source,composer_normalized,title,actual_grade,actual_grade_source,predicted_grade,model_version,p_G3,p_G5,p_G6,p_G7,p_G8,p_G9
guitarloot:Scores/EnglishMusic/Other/Fantasy03RGtr,guitarloot,Cuthbert Hely,Fantasia 3,8,delcamp:guitarloot,7,dummy-v0,0.029,0.191,0.177,0.360,0.243,0.000
guitarloot:Scores/EnglishMusic/Other/FlatTuneGtr.iPad,guitarloot,William Lawes,Mr. Lawes flat tune,7,delcamp:guitarloot,6,dummy-v0,0.011,0.189,0.342,0.254,0.203,0.001
guitarloot:Scores/EnglishMusic/Other/Galliard23Gtr,guitarloot,Edward Pierce,Galliard 23,8,delcamp:guitarloot,6,dummy-v0,0.016,0.277,0.343,0.158,0.206,0.000
guitarloot:Scores/EnglishMusic/Other/InNomineGalliard,guitarloot,Nicholas Strogers,In Nomine Galliard,8,delcamp:guitarloot,8,dummy-v0,0.027,0.185,0.258,0.195,0.333,0.003
guitarloot:Scores/EnglishMusic/Other/InNominePavan,guitarloot,Nicholas Strogers,In Nomine Pavan,8,delcamp:guitarloot,7,dummy-v0,0.003,0.039,0.120,0.372,0.354,0.112
guitarloot:Scores/EnglishMusic/Other/Pavane1BassanoGtr,guitarloot,Augustine Bassano,La Vecchia Pavane 1,8,delcamp:guitarloot,8,dummy-v0,0.029,0.036,0.058,0.077,0.428,0.372
guitarloot:Scores/EnglishMusic/Other/Pavane2BassanoGtr,guitarloot,Augustine Bassano,La Vecchia Pavane 2,8,delcamp:guitarloot,8,dummy-v0,0.064,0.071,0.099,0.177,0.547,0.042
guitarloot:Scores/EnglishMusic/Other/PipersPavanPGtr,guitarloot,MARTIN PEERSON,Pipers Paven.,7,delcamp:guitarloot,8,dummy-v0,0.010,0.007,0.122,0.399,0.404,0.058
guitarloot:Scores/EnglishMusic/Other/Prelude6Arr,guitarloot,Cuthbert Hely,Prelude 6,8,delcamp:guitarloot,6,dummy-v0,0.004,0.275,0.309,0.129,0.278,0.006
guitarloot:Scores/EnglishMusic/Other/Prelude8Gtr,guitarloot,Cuthbert Hely,Prelude 8,8,delcamp:guitarloot,5,dummy-v0,0.000,0.356,0.168,0.251,0.225,0.000
guitarloot:Scores/EnglishMusic/Other/PrimroseGtrArr,guitarloot,Martin Peerson,The Primrose,7,delcamp:guitarloot,7,dummy-v0,0.021,0.162,0.269,0.360,0.183,0.005
guitarloot:Scores/EnglishMusic/Other/SarabandGtrL.iPad,guitarloot,William Lawes,Sarabande,7,delcamp:guitarloot,6,dummy-v0,0.013,0.265,0.347,0.159,0.216,0.000
guitarloot:Scores/EnglishMusic/Other/StrangsGregoryGtr,guitarloot,?John Whitfield,"""Mr Strangs Gregory hitts""",8,delcamp:guitarloot,8,dummy-v0,0.003,0.099,0.163,0.150,0.584,0.001
guitarloot:Scores/EnglishMusic/Other/leafeGtr.iPad,guitarloot,Martin Peerson,The Fall of the Leaf,7,delcamp:guitarloot,7,dummy-v0,0.020,0.167,0.312,0.345,0.155,0.001
guitarloot:Scores/EnglishMusic/Pilkington/6Galliard6GtriPad,guitarloot,Francis Pilkington,Galliard (6),6,delcamp:guitarloot,8,dummy-v0,0.003,0.080,0.242,0.134,0.499,0.042
guitarloot:Scores/EnglishMusic/Pilkington/9OldfieldGtrAS,guitarloot,Francis Pilkington,Mrs. Mary Oldfield's Galliard (9),6,delcamp:guitarloot,6,dummy-v0,0.121,0.155,0.309,0.186,0.226,0.002
guitarloot:Scores/EnglishMusic/Pilkington/FuneralGtriPad,guitarloot,Francis Pilkington,Pavane (1): George Pilkington's Funeral,6,delcamp:guitarloot,8,dummy-v0,0.011,0.084,0.303,0.241,0.356,0.005
guitarloot:Scores/EnglishMusic/Pilkington/GoWindowGtr.iPad,guitarloot,Francis Pilkington,Go From My Window (15),6,delcamp:guitarloot,6,dummy-v0,0.006,0.083,0.365,0.355,0.191,0.000
guitarloot:Scores/EnglishMusic/Pilkington/MurcottGallGtriPad,guitarloot,Francis Pilkington,Mrs. Elizabeth Murcott's Galliard (10),6,delcamp:guitarloot,8,dummy-v0,0.009,0.178,0.167,0.250,0.391,0.003
guitarloot:Scores/EnglishMusic/Pilkington/WagstaffGtriPad,guitarloot,Francis Pilkington,Galliard (11): Mr. T Wagstaff's Content of Desire,6,delcamp:guitarloot,6,dummy-v0,0.018,0.281,0.335,0.172,0.188,0.006
guitarloot:Scores/EnglishMusic/Robinson/20vSpanishPavane.Gtr,guitarloot,Thomas Robinson,The Spanish Pavane,5,delcamp:guitarloot,7,dummy-v0,0.002,0.080,0.303,0.327,0.289,0.000
guitarloot:Scores/EnglishMusic/Robinson/Almayne23,guitarloot,Thomas Robinson,Almayne (23),5,delcamp:guitarloot,6,dummy-v0,0.016,0.266,0.293,0.178,0.245,0.001
guitarloot:Scores/EnglishMusic/Robinson/Bellvedere32Gtr.iPad,guitarloot,Thomas Robinson,Bellvedere,5,delcamp:guitarloot,8,dummy-v0,0.000,0.299,0.140,0.234,0.321,0.005
guitarloot:Scores/EnglishMusic/Robinson/Fant3Gtr,guitarloot,Thomas Robinson,Fantasia 3,5,delcamp:guitarloot,5,dummy-v0,0.013,0.299,0.235,0.258,0.196,0.000
guitarloot:Scores/EnglishMusic/Robinson/Galliard17Gtr,guitarloot,Thomas Robinson,Galliard (17),5,delcamp:guitarloot,5,dummy-v0,0.005,0.373,0.301,0.144,0.178,0.000
guitarloot:Scores/EnglishMusic/Robinson/Galliard6Gtr.iPad,guitarloot,Thomas Robinson,Galliard (6),5,delcamp:guitarloot,5,dummy-v0,0.003,0.398,0.242,0.155,0.201,0.001
guitarloot:Scores/EnglishMusic/Robinson/Galliard7Gtr,guitarloot,Thomas Robinson,Galliard (7),5,delcamp:guitarloot,8,dummy-v0,0.000,0.239,0.045,0.199,0.515,0.002
guitarloot:Scores/EnglishMusic/Robinson/Gigue22GtrAS,guitarloot,Thomas Robinson,Gigue (22),5,delcamp:guitarloot,8,dummy-v0,0.013,0.229,0.207,0.217,0.334,0.000
guitarloot:Scores/EnglishMusic/Robinson/GoWindow20Gtr,guitarloot,Thomas Robinson,Go from My Window,5,delcamp:guitarloot,8,dummy-v0,0.032,0.162,0.175,0.250,0.380,0.001
guitarloot:Scores/EnglishMusic/Robinson/MerryMelancholyGtr.iPad,guitarloot,Thomas Robinson,Merry Melancholy,5,delcamp:guitarloot,6,dummy-v0,0.003,0.287,0.488,0.158,0.063,0.000
guitarloot:Scores/EnglishMusic/Robinson/QueensGigue,guitarloot,Thomas Robinson,The Queen's Gigue,5,delcamp:guitarloot,5,dummy-v0,0.006,0.573,0.286,0.071,0.064,0.000
guitarloot:Scores/EnglishMusic/Varietie/GuilfordeGtr,guitarloot,Anon,"Sir Henry Guilforde, his Almaine",7,delcamp:guitarloot,8,dummy-v0,0.053,0.146,0.196,0.273,0.314,0.018
guitarloot:Scores/EnglishMusic/Varietie/QMaske1gtriPad,guitarloot,Anon,The first of the Queen's Maskes,7,delcamp:guitarloot,8,dummy-v0,0.008,0.150,0.128,0.247,0.446,0.021
guitarloot:Scores/EnglishMusic/Varietie/QMaske2GtriPad,guitarloot,Anon,The Second of the Queen's Maskes,7,delcamp:guitarloot,6,dummy-v0,0.044,0.215,0.316,0.153,0.271,0.001
guitarloot:Scores/EnglishMusic/Varietie/QMaske3GtriPad,guitarloot,Anon,The Third of the Queen's Maskes,7,delcamp:guitarloot,8,dummy-v0,0.034,0.087,0.111,0.162,0.600,0.006
guitarloot:Scores/EnglishMusic/Varietie/SamanCoranto.iPad,guitarloot,René Saman,"Mounsier Saman, his Coranto",7,delcamp:guitarloot,8,dummy-v0,0.004,0.207,0.143,0.161,0.340,0.145
guitarloot:Scores/EnglishMusic/Varietie/Volte1GtrAS,guitarloot,Anon,Volte 1,7,delcamp:guitarloot,7,dummy-v0,0.000,0.046,0.132,0.500,0.321,0.000
guitarloot:Scores/EnglishMusic/Varietie/Volte2GtrAS,guitarloot,Anon,Volte 2,7,delcamp:guitarloot,7,dummy-v0,0.000,0.102,0.133,0.514,0.252,0.000
guitarloot:Scores/EnglishMusic/Varietie/Volte3GtrAS,guitarloot,Anon,Volte 3,7,delcamp:guitarloot,7,dummy-v0,0.000,0.059,0.046,0.503,0.392,0.000
guitarloot:Scores/EnglishMusic/Varietie/Volte4GtrAS,guitarloot,Anon,Volte 4,7,delcamp:guitarloot,7,dummy-v0,0.000,0.181,0.153,0.481,0.185,0.000
guitarloot:Scores/EnglishMusic/Varietie/Volte5GtrAS,guitarloot,Anon,Volte 5,7,delcamp:guitarloot,7,dummy-v0,0.000,0.101,0.116,0.467,0.317,0.000
guitarloot:Scores/EnglishMusic/Varietie/Volte6GtrAS,guitarloot,Anon,Volte 6,7,delcamp:guitarloot,7,dummy-v0,0.000,0.118,0.186,0.527,0.169,0.000
guitarloot:Scores/EnglishMusic/Varietie/Volte7GtrAS,guitarloot,Anon,Volte 7,7,delcamp:guitarloot,7,dummy-v0,0.000,0.084,0.108,0.629,0.179,0.000
guitarloot:Scores/EnglishMusic/Wilder/AsDumpGtrRev.iPad,guitarloot,Attr. Philip van Wilder,Arthur's Dump,8,delcamp:guitarloot,9,dummy-v0,0.002,0.068,0.058,0.194,0.137,0.542
guitarloot:Scores/EnglishMusic/Wilder/FantasieGtrNiPad,guitarloot,Philip van Wilder,Fantasie,8,delcamp:guitarloot,7,dummy-v0,0.012,0.108,0.332,0.364,0.121,0.063
guitarloot:Scores/FrenchMusic/Angelique03Gtr.iPad,guitarloot,Robert Ballard,Angelique Troisieme,7,delcamp:guitarloot,8,dummy-v0,0.000,0.364,0.026,0.152,0.442,0.016
guitarloot:Scores/FrenchMusic/Ballet5GtrAS,guitarloot,Robert Ballard,Ballet 5,7,delcamp:guitarloot,8,dummy-v0,0.006,0.218,0.142,0.231,0.391,0.012
guitarloot:Scores/FrenchMusic/BergamascoDGtr,guitarloot,Jean-Baptiste Besard,Bergamasco,7,delcamp:guitarloot,5,dummy-v0,0.001,0.529,0.263,0.142,0.061,0.004
guitarloot:Scores/FrenchMusic/ChacSaizAlt2Arr,guitarloot,Robert de Visée,Chaconne,7,delcamp:guitarloot,7,dummy-v0,0.000,0.071,0.005,0.763,0.160,0.001
guitarloot:Scores/FrenchMusic/ChacSaizBrevAlt.iPad,guitarloot,Robert de Visee,Chaconne,7,delcamp:guitarloot,7,dummy-v0,0.000,0.089,0.001,0.662,0.247,0.001
guitarloot:Scores/FrenchMusic/ChacSaizGtr,guitarloot,Robert de Visee,Chaconne,7,delcamp:guitarloot,7,dummy-v0,0.000,0.130,0.013,0.752,0.105,0.000
guitarloot:Scores/FrenchMusic/ChaconeGtrArr.iPad,guitarloot,Enemond Gaultier,Chacone du vieux Gaultier,7,delcamp:guitarloot,8,dummy-v0,0.000,0.153,0.010,0.154,0.671,0.013
guitarloot:Scores/FrenchMusic/ChaconneHmGtrG.iPad,guitarloot,"[Manuscrit d'Haslemere, Dolmetsch library II D 2, folio 119]",Chaconne,7,delcamp:guitarloot,8,dummy-v0,0.000,0.185,0.016,0.321,0.465,0.013
guitarloot:Scores/FrenchMusic/ChaconneM.iPad,guitarloot,Charles Mouton,Chaconne,7,delcamp:guitarloot,5,dummy-v0,0.000,0.545,0.021,0.371,0.063,0.000
guitarloot:Scores/FrenchMusic/GalliardeBesGtr,guitarloot,Anon 1603,Galliarde,7,delcamp:guitarloot,6,dummy-v0,0.155,0.050,0.365,0.104,0.326,0.000
guitarloot:Scores/FrenchMusic/L'AmantGallotGtr,guitarloot,Jacques Gallot,L'Amant Malheureux,7,delcamp:guitarloot,7,dummy-v0,0.001,0.211,0.097,0.526,0.165,0.000
guitarloot:Scores/FrenchMusic/LaCometeGtr,guitarloot,Jacques Gallot,La Comète,7,delcamp:guitarloot,8,dummy-v0,0.012,0.149,0.268,0.260,0.292,0.019
guitarloot:Scores/FrenchMusic/MalSimmesRevGtr,guitarloot,Nicolaes Vallet,Mal Simmes,7,delcamp:guitarloot,7,dummy-v0,0.002,0.216,0.275,0.278,0.224,0.005
guitarloot:Scores/FrenchMusic/PantalonsAv,guitarloot,Nicolaes Vallet,Les Pantalons,7,delcamp:guitarloot,6,dummy-v0,0.009,0.276,0.412,0.235,0.054,0.015
guitarloot:Scores/FrenchMusic/Valletprel.iPad,guitarloot,Nicolaes Vallet,Prelude,7,delcamp:guitarloot,5,dummy-v0,0.007,0.339,0.322,0.131,0.201,0.000
guitarloot:Scores/GermanMusic/1PreludeGtr.iPad,guitarloot,Sylvius Leopold Weiss,Prelude,8,delcamp:guitarloot,5,dummy-v0,0.015,0.406,0.189,0.094,0.285,0.012
guitarloot:Scores/GermanMusic/2PassBibGtrArrAS,guitarloot,H. I. F. von Biber,Passacaglia,7,delcamp:guitarloot,8,dummy-v0,0.000,0.039,0.050,0.300,0.604,0.006
guitarloot:Scores/GermanMusic/Chaconne.iPad,guitarloot,Anon,Chaconne,7,delcamp:guitarloot,7,dummy-v0,0.000,0.321,0.054,0.513,0.107,0.005
guitarloot:Scores/GermanMusic/CiaconaAv,guitarloot,Esaias Reusner,Ciacona,7,delcamp:guitarloot,8,dummy-v0,0.000,0.101,0.098,0.340,0.434,0.027
guitarloot:Scores/GermanMusic/FantBelissGtrF,guitarloot,Anon,Fantasia Belissima,7,delcamp:guitarloot,7,dummy-v0,0.024,0.100,0.274,0.385,0.204,0.013
guitarloot:Scores/GermanMusic/Fantasia1Gtr,guitarloot,Anon,Fantasia,7,delcamp:guitarloot,6,dummy-v0,0.017,0.172,0.438,0.269,0.100,0.005
guitarloot:Scores/GermanMusic/Fantasia4Gtr,guitarloot,Anon,Fantasia 4,7,delcamp:guitarloot,8,dummy-v0,0.000,0.279,0.114,0.257,0.346,0.003
guitarloot:Scores/GermanMusic/FantasieE,guitarloot,Silvius Leopold WEISS,Fantasie,8,delcamp:guitarloot,9,dummy-v0,0.008,0.035,0.109,0.156,0.296,0.396
guitarloot:Scores/GermanMusic/FrogAltGtr.iPad,guitarloot,Anon,Two variations on the Frog Galliard,7,delcamp:guitarloot,8,dummy-v0,0.002,0.219,0.090,0.168,0.407,0.114
guitarloot:Scores/GermanMusic/Fuga.iPad,guitarloot,Sylvius Leopold Weiss,Fuga,8,delcamp:guitarloot,9,dummy-v0,0.002,0.059,0.300,0.196,0.027,0.416
guitarloot:Scores/GermanMusic/L'AmantFin.iPadRev,guitarloot,Sylvius Leopold Weiss,L'Amant malheureux,8,delcamp:guitarloot,8,dummy-v0,0.000,0.058,0.000,0.450,0.483,0.009
guitarloot:Scores/GermanMusic/MmeTiroloiseGtr.iPad,guitarloot,Sylvius Leopold Weiss,Mademoiselle Tiroloise,8,delcamp:guitarloot,5,dummy-v0,0.009,0.456,0.235,0.169,0.131,0.000
guitarloot:Scores/GermanMusic/Padouana(Schein)gtr.AS,guitarloot,Johann Hermann Schein 1586 - 1613),Padouana (à 4 Krumhorn),7,delcamp:guitarloot,6,dummy-v0,0.006,0.142,0.363,0.288,0.200,0.000
guitarloot:Scores/GermanMusic/PasagalliaRGtr,guitarloot,Phillip Franz Le Sage de Richée,"Pasagallia à Discretion 
*(to be played slowly and with rhythmic freedom)",7,delcamp:guitarloot,7,dummy-v0,0.000,0.037,0.068,0.848,0.046,0.000
guitarloot:Scores/GermanMusic/PassacagliaGtriPad,guitarloot,Esaias Reusner,Passacaglia,7,delcamp:guitarloot,7,dummy-v0,0.000,0.355,0.132,0.364,0.147,0.002
guitarloot:Scores/GermanMusic/PlaintefGtr.iPad,guitarloot,Sylvius Leopold Weiss,Plainte,8,delcamp:guitarloot,8,dummy-v0,0.000,0.188,0.083,0.364,0.365,0.000
guitarloot:Scores/GermanMusic/ReusnerPreludeAv,guitarloot,Esaias Reusner,Prelude,7,delcamp:guitarloot,7,dummy-v0,0.000,0.099,0.023,0.619,0.260,0.000
guitarloot:Scores/GermanMusic/ReusnerPreludeE.iPad,guitarloot,Esaias Reusner,Prelude,7,delcamp:guitarloot,7,dummy-v0,0.000,0.085,0.020,0.567,0.328,0.000
guitarloot:Scores/GermanMusic/SarabMosGtrAS,guitarloot,Silvius Leopold Weiss,Sarabande,8,delcamp:guitarloot,6,dummy-v0,0.106,0.212,0.324,0.124,0.232,0.001
guitarloot:Scores/GermanMusic/WD6GavotteGtr.iPad,guitarloot,Sylvius Leopold Weiss,Gavotte,8,delcamp:guitarloot,8,dummy-v0,0.009,0.281,0.157,0.129,0.422,0.001
guitarloot:Scores/GermanMusic/corantgtr.iPad,guitarloot,Anon,Corant,7,delcamp:guitarloot,5,dummy-v0,0.001,0.505,0.224,0.153,0.117,0.000
guitarloot:Scores/ItalianMusic/12SaravandaGtr.iPad,guitarloot,Alessandro Piccinini,Saravanda alla Francese,6,delcamp:guitarloot,8,dummy-v0,0.000,0.034,0.093,0.422,0.450,0.000
guitarloot:Scores/ItalianMusic/25Corrente9Arr.iPad,guitarloot,Alessandro Piccinini,Corrente IX,6,delcamp:guitarloot,6,dummy-v0,0.008,0.195,0.534,0.177,0.087,0.000
guitarloot:Scores/ItalianMusic/Allemanda.iPad,guitarloot,Domenico Pellegrini,Allemanda,5,delcamp:guitarloot,5,dummy-v0,0.006,0.425,0.282,0.142,0.143,0.000
guitarloot:Scores/ItalianMusic/AriaSVPAv,guitarloot,Alessandro Piccinini,Aria di Saravanda in Varie Partite,6,delcamp:guitarloot,6,dummy-v0,0.003,0.086,0.347,0.276,0.201,0.087
guitarloot:Scores/ItalianMusic/BallettoEGtr.iPad,guitarloot,Domenico Pellegrini,Balletto,5,delcamp:guitarloot,5,dummy-v0,0.016,0.547,0.166,0.223,0.019,0.029
guitarloot:Scores/ItalianMusic/BergAbondGtrV2,guitarloot,Giulio Abondante,Bergamasca,7,delcamp:guitarloot,5,dummy-v0,0.033,0.234,0.222,0.211,0.206,0.094
guitarloot:Scores/ItalianMusic/CaponaGtrErevAlt,guitarloot,Johann Hieronymous Kapsberger,Capona,8,delcamp:guitarloot,8,dummy-v0,0.002,0.265,0.220,0.215,0.298,0.000
guitarloot:Scores/ItalianMusic/ChiacconaVariateFinal,guitarloot,Alessandro Piccinini,Chiaccona in Partite Variate,6,delcamp:guitarloot,5,dummy-v0,0.009,0.368,0.315,0.179,0.129,0.000
guitarloot:Scores/ItalianMusic/CiacconaArr4Gtr.iPad,guitarloot,Johann Hieronymous Kapsberger,Title,8,delcamp:guitarloot,5,dummy-v0,0.009,0.380,0.291,0.159,0.162,0.000
guitarloot:Scores/ItalianMusic/ConcertoRV93.iPad,guitarloot,Antonio Vivaldi,3. Allegro,7,delcamp:guitarloot,9,dummy-v0,0.158,0.025,0.185,0.051,0.076,0.505
guitarloot:Scores/ItalianMusic/Corrente.iPad,guitarloot,Domenico Pellegrini,Corrente,5,delcamp:guitarloot,5,dummy-v0,0.002,0.381,0.215,0.143,0.254,0.005
guitarloot:Scores/ItalianMusic/CorrentePrimaGtriPad,guitarloot,Alessandro Piccinini,Corrente Prima,6,delcamp:guitarloot,5,dummy-v0,0.007,0.344,0.286,0.211,0.150,0.002
guitarloot:Scores/ItalianMusic/CorrenteXVIgtr,guitarloot,Michelangelo Galilei,Corrente XVI,7,delcamp:guitarloot,7,dummy-v0,0.000,0.225,0.300,0.308,0.166,0.000
guitarloot:Scores/ItalianMusic/Foscarini/AlemandaGtr,guitarloot,Giovanni Paolo Foscarini,Alemanda,6,delcamp:guitarloot,5,dummy-v0,0.007,0.319,0.288,0.162,0.224,0.001
guitarloot:Scores/ItalianMusic/Foscarini/CapriccioGtr,guitarloot,Giovanni Paolo Foscarini,Capriccio (Passacaglia),6,delcamp:guitarloot,6,dummy-v0,0.021,0.212,0.496,0.105,0.165,0.000
guitarloot:Scores/ItalianMusic/Foscarini/CorrenteFrancaiseGtrRev,guitarloot,Giovanni Paolo Foscarini,Corrente Francaise,6,delcamp:guitarloot,6,dummy-v0,0.000,0.054,0.572,0.356,0.018,0.000
guitarloot:Scores/ItalianMusic/Foscarini/CorrenteRev,guitarloot,Giovanni Paolo Foscarini,Corrente,6,delcamp:guitarloot,6,dummy-v0,0.000,0.059,0.750,0.159,0.031,0.000
guitarloot:Scores/ItalianMusic/Foscarini/CorrenteVRevGtr,guitarloot,Giovanni Paolo Foscarini,Corrente con la sua Variatione,6,delcamp:guitarloot,6,dummy-v0,0.000,0.000,0.981,0.019,0.000,0.000
guitarloot:Scores/ItalianMusic/Foscarini/FantasiaRev,guitarloot,Giovanni Paolo Foscarini,Fantasia,6,delcamp:guitarloot,5,dummy-v0,0.006,0.458,0.251,0.123,0.155,0.006
guitarloot:Scores/ItalianMusic/Foscarini/PassacaglioGtr,guitarloot,Giovanni Paolo Foscarini,Passacaglio,6,delcamp:guitarloot,6,dummy-v0,0.001,0.306,0.369,0.251,0.067,0.007
guitarloot:Scores/ItalianMusic/Foscarini/PavanigliaGtr,guitarloot,Giovanni Paolo Foscarini,Pavaniglia con parti variate,6,delcamp:guitarloot,6,dummy-v0,0.017,0.101,0.438,0.217,0.227,0.000
guitarloot:Scores/ItalianMusic/Foscarini/TasteggiataGtrRev,guitarloot,Giovanni Paolo Foscarini,Tastegiata detta la Feretti,6,delcamp:guitarloot,5,dummy-v0,0.002,0.359,0.276,0.133,0.228,0.002
guitarloot:Scores/ItalianMusic/Foscarini/TasteggiataSoaveGtr,guitarloot,Giovanni Paolo Foscarini,Tasteggiata Soave,6,delcamp:guitarloot,5,dummy-v0,0.006,0.494,0.291,0.138,0.071,0.000
guitarloot:Scores/ItalianMusic/Foscarini/ToccataGtr,guitarloot,Giovanni Paolo Foscarini,Toccata,6,delcamp:guitarloot,6,dummy-v0,0.001,0.041,0.691,0.186,0.081,0.000
guitarloot:Scores/ItalianMusic/Foscarini/ToccataMGtrRev,guitarloot,Giovanni Paolo Foscarini,Toccata Musicale,6,delcamp:guitarloot,5,dummy-v0,0.008,0.335,0.263,0.204,0.188,0.001
guitarloot:Scores/ItalianMusic/GagliardaGtr,guitarloot,Michelangelo Galilei,Gagliarda 2,7,delcamp:guitarloot,6,dummy-v0,0.014,0.212,0.389,0.180,0.205,0.000
guitarloot:Scores/ItalianMusic/KapsbergerGtr,guitarloot,Johann Hieronymus Kapsberger,Kapsberger,8,delcamp:guitarloot,5,dummy-v0,0.003,0.267,0.226,0.232,0.263,0.008
guitarloot:Scores/ItalianMusic/Passacaglia21Gtr.Rev,guitarloot,Johann Hieronymous Kapsberger,Passacaglia 21,8,delcamp:guitarloot,5,dummy-v0,0.000,0.514,0.052,0.128,0.305,0.001
guitarloot:Scores/ItalianMusic/PavanaFerrarese.iPad,guitarloot,Joanambrosio Dalza,Pavana alla Ferrarese,7,delcamp:guitarloot,7,dummy-v0,0.040,0.357,0.141,0.403,0.060,0.000
guitarloot:Scores/ItalianMusic/PavanaVenetianaGtriPad,guitarloot,Joan Ambrosio Dalza,Pavana alla Venetiana,7,delcamp:guitarloot,7,dummy-v0,0.007,0.291,0.132,0.440,0.130,0.000
guitarloot:Scores/ItalianMusic/Ricercar33.iPad,guitarloot,Marco dall'Aquila,Ricercar 33,7,delcamp:guitarloot,8,dummy-v0,0.004,0.194,0.063,0.160,0.579,0.000
guitarloot:Scores/ItalianMusic/SaltarelloIgtr,guitarloot,Michelangelo Galilei,Saltarello I,7,delcamp:guitarloot,6,dummy-v0,0.008,0.210,0.486,0.133,0.162,0.000
guitarloot:Scores/ItalianMusic/Sarabanda.iPad,guitarloot,Domenico Pellegrini,Sarabande,5,delcamp:guitarloot,5,dummy-v0,0.005,0.428,0.288,0.127,0.151,0.002
guitarloot:Scores/ItalianMusic/VoltaVgtr,guitarloot,Michelangelo Galilei,Volta V,7,delcamp:guitarloot,5,dummy-v0,0.000,0.379,0.297,0.244,0.080,0.000
guitarloot:Scores/LyraViol/1.13.AlmaineGtrAS,guitarloot,William Corkine,Almaine 1.13,8,delcamp:guitarloot,8,dummy-v0,0.000,0.057,0.091,0.331,0.520,0.000
guitarloot:Scores/LyraViol/1.14.Pavin.Gtr.iPad,guitarloot,William Corkine,Pavin 1.14,8,delcamp:guitarloot,8,dummy-v0,0.034,0.176,0.214,0.189,0.382,0.004
guitarloot:Scores/LyraViol/1.15.Coranto.GtrAS,guitarloot,William Corkine,Coranto 1.15,8,delcamp:guitarloot,8,dummy-v0,0.007,0.310,0.140,0.186,0.355,0.002
guitarloot:Scores/LyraViol/1.16.Almaine.Gtr.iPad,guitarloot,William Corkine,Almaine 1.16,8,delcamp:guitarloot,8,dummy-v0,0.017,0.174,0.181,0.124,0.473,0.031
guitarloot:Scores/LyraViol/1.17.CorantoGtr,guitarloot,William Corkine,Coranto 1.17,8,delcamp:guitarloot,8,dummy-v0,0.018,0.153,0.187,0.230,0.411,0.000
guitarloot:Scores/LyraViol/1.18.Pavin.Gtr.iPad,guitarloot,William Corkine,Pavin 1.18,8,delcamp:guitarloot,8,dummy-v0,0.001,0.110,0.267,0.274,0.348,0.000
guitarloot:Scores/LyraViol/1.19.CorantoGtrArr,guitarloot,William Corkine,Coranto 1.19,8,delcamp:guitarloot,8,dummy-v0,0.003,0.132,0.215,0.282,0.367,0.000
guitarloot:Scores/LyraViol/1.20.GalliardGtr,guitarloot,William Corkine,Galliard 1.20,8,delcamp:guitarloot,5,dummy-v0,0.001,0.344,0.152,0.207,0.295,0.001
guitarloot:Scores/LyraViol/1.21.GalliardGtrArr,guitarloot,William Corkine,Galliard 1.21,8,delcamp:guitarloot,8,dummy-v0,0.000,0.104,0.118,0.261,0.516,0.000
guitarloot:Scores/LyraViol/1.22.WhoopeGtrf.iPad,guitarloot,William Corkine,Whoope doe me no harme goodman 1.22,8,delcamp:guitarloot,7,dummy-v0,0.000,0.172,0.128,0.470,0.228,0.001
guitarloot:Scores/LyraViol/1.23.GalliardGtrAS,guitarloot,William Corkine,Galliard 1.23,8,delcamp:guitarloot,8,dummy-v0,0.000,0.099,0.149,0.350,0.400,0.001
guitarloot:Scores/LyraViol/1.24.FortuneGtr.iPad,guitarloot,William Corkine,Fortune 1.24,8,delcamp:guitarloot,8,dummy-v0,0.000,0.178,0.057,0.171,0.420,0.174
guitarloot:Scores/LyraViol/2.20.ComplaintsGtrAS,guitarloot,William Corkine,If My Complaints 2.20,8,delcamp:guitarloot,8,dummy-v0,0.008,0.150,0.197,0.208,0.434,0.003
guitarloot:Scores/LyraViol/2.21.PreludeGtrAS,guitarloot,William Corkine,Perlude (Prelude) 2.21,8,delcamp:guitarloot,8,dummy-v0,0.039,0.173,0.223,0.209,0.355,0.001
guitarloot:Scores/LyraViol/2.22.ComeLiveGtrArr,guitarloot,William Corkine,Come Live with Me 2.22,8,delcamp:guitarloot,8,dummy-v0,0.119,0.014,0.094,0.129,0.379,0.265
guitarloot:Scores/LyraViol/2.23.PreludeGtr,guitarloot,William Corkine,Perlude (Prelude) 2.23,8,delcamp:guitarloot,6,dummy-v0,0.058,0.210,0.329,0.136,0.266,0.000
guitarloot:Scores/LyraViol/2.25.CorantoGtrAS,guitarloot,William Corkine,Coranto 2.25,8,delcamp:guitarloot,8,dummy-v0,0.002,0.212,0.193,0.216,0.377,0.000
guitarloot:Scores/LyraViol/2.26.MounsierGtrAS,guitarloot,William Corkine,Mounsiers Almaine 2.26,8,delcamp:guitarloot,8,dummy-v0,0.008,0.140,0.129,0.252,0.454,0.016
guitarloot:Scores/LyraViol/2.27.Coranto.Gtr,guitarloot,William Corkine,Coranto 2.27,8,delcamp:guitarloot,8,dummy-v0,0.020,0.304,0.182,0.108,0.384,0.000
guitarloot:Scores/LyraViol/2.28.PunckeGtrArr,guitarloot,William Corkine,The Puncke's Delight 2.28,8,delcamp:guitarloot,6,dummy-v0,0.003,0.119,0.555,0.221,0.102,0.000
